lp_id,payload_name,payload_class,conjugation_class,linker_class,linker_name,raw_site_label,site_resolved,qc_status,payload_anchor_atom,stub_anchor_atom,spacer_atoms,n_stub_atoms,n_payload_atoms,true_linker_size,pattern_stub,anchors_ambiguous,in_cys_trainset,in_multisite_trainset,linker_smiles,payload_smiles,canonical_lp_smiles,stereo_defined,source_type
mmae__mal-peg4-val-cit-pab-pnp,MMAE,auristatin,cysteine,ValCitPAB,Mal-PEG4-Val-Cit-PAB-PNP,cysteine,cysteine,passed,,,,,,,,,False,False,CC(C)[C@H](NC(=O)COCCOCCOCCOc1c(F)cc(NC(=O)/C(S)=C(S)\C(=O)O)cc1F)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c2ccccc2)OC)N(C)[C@H](C(=O)NC(=O)[C@@H](NC)C(C)C)C(C)C,CC(C)[C@H](NC(=O)COCCOCCOCCOc1c(F)cc(NC(=O)/C(S)=C(/S)C(=O)O)cc1F)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)[C@H](C(=O)NC(=O)[C@@H](NC)C(C)C)C(C)C,yes,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__09,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3OC(c2ccc(Sc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5([H])[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1OC(c3ccc(Sc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
seco-duba__aminoethyl-ss-ethylalcohol,Seco-DUBA,duocarmycin,cysteine,disulfide,Aminoethyl-SS-ethylalcohol,cysteine,cysteine,flagged,,,,,,,,,False,False,C[C@H](O)SS,[H][C@]56/C=[N+](C(=O)O)\c4cc(OCCCCCOc3cc2NC(=O)[C@]1([H])CC(=C)CN1C(=O)c2cc3OC)c(OC)cc4C(=O)N5CC(=C)C6,C[C@H](O)SS.C=C1C[C@H]2C=[N+](C(=O)O)c3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C(=O)N5)c(OC)cc3C(=O)N2C1,yes,ADCpedia
dm1__amino-peg10-oh__03,DM1,maytansinoid,cysteine,PEG,Amino-PEG10-OH,cysteine,cysteine,flagged,50,26,5,3,50,5,amide,False,False,True,CC(S)CCC(N)=O,CC/C4=C/C=C\[C@@H](OC)[C@@]1(O)CC(OC(=O)N1)C(C)C2OC2(C)[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCS)CC(=O)N(C)c3cc(cc(OC)c3Cl)C4,CC(S)CCC(N)=O.CC/C1=C/C=C\[C@@H](OC)[C@@]2(O)CC(OC(=O)N2)C(C)C2OC2(C)[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCS)CC(=O)N(C)c2cc(cc(OC)c2Cl)C1,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__09,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,flagged,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN2C(=O)CC(S)C2=O,CC[C@@]6(O)C(=O)OCC5C(=O)N4CC1C(Nc2cc(F)c(C)c3CC[C@H](NC(=O)CO)C1c23)C4CC56,CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCC2C(=O)N3CC4C(Nc5cc(F)c(C)c6c5C4[C@@H](NC(=O)CO)CC6)C3CC21,no,ADCpedia
calicheamicin__mal-amido-peg9-val-ala-pab-sg3200,Calicheamicin,calicheamicin,cysteine,ValAla,Mal-amido-PEG9-Val-Ala-PAB-SG3200,Glutomine,cysteine,passed,,,,,,,,,False,False,C[C@H](C)C(NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCC(=O)N4Cc1ccccc1c2c([nH][nH]n2CCOCCOCCOCCOCCN)c3ccccc34)C(O)N[C@@H](C)C(=O)Nc5ccc(COC(=O)O)cc5,[H][C@@]56/C=N\c4cc(OCCCCCOc3cc2NC(O)[C@@]1([H])C/C(C)=C\N1C(=O)c2cc3OC)c(OC)cc4C(=O)N5/C=C(C)\C6,CC(C)C(NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCC(=O)N1Cc2ccccc2C2=C(NNN2CCOCCOCCOCCOCCN)c2ccccc21)C(O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@@H]1C(O)N3)N=C[C@H]1CC(C)=CN1C2=O,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__10,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3O[C@H](c2ccc(Cc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5([H])[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@H](c3ccc(Cc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
pnu-159682-derivative__ethylene-diamino-eda,PNU-159682 derivative,PBD_anthracycline,lysine,other,ethylene-diamino (EDA),lysine,lysine,flagged,,,,,,,,,False,False,NCCNC(=O)CNC(=O)CNC(=O)CNC(=O)Cr,COC1=C(C(C(C(O)=C([C@@H](O[C@H]2C[C@H]3[C@H](O[C@H]4N3CCO[C@@H]4OC)[C@H](C)O2)C[C@@](C(CO)=O)(O)C5)C5=C6O)=C6C7=O)=O)C7=CC=C1,NCCNC(=O)CNC(=O)CNC(=O)CNC(=O)Cr.COC1=C(C(C(C(O)=C([C@@H](O[C@H]2C[C@H]3[C@H](O[C@H]4N3CCO[C@@H]4OC)[C@H](C)O2)C[C@@](C(CO)=O)(O)C5)C5=C6O)=C6C7=O)=O)C7=CC=C1,unknown,ADCpedia
mmaf__5-maleimidovaleric-acid__02,MMAF,auristatin,cysteine,other,5-Maleimidovaleric acid,cysteine,cysteine,passed,52,47,7,9,52,7,succinimide_thioether_4c,True,True,True,O=C(O)CCCCCn1c(=O)ccc1=O,CC[C@H](C)C([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,O=C(O)CCCCCN1C(=O)C=CC1=O.CC[C@H](C)C([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,no,ADCpedia
calicheamicin__aminoethyl-ss-ethylalcohol__02,Calicheamicin,calicheamicin,cysteine,disulfide,Aminoethyl-SS-ethylalcohol,cysteine,cysteine,flagged,,,,,,,,,False,False,C[C@H](O)SS,[H][C@]56/C=C(C(=O)O)\c4cc(OCCCCCOc3cc2NC(=O)[C@]1([H])CC(=C)CN1C(=O)c2cc3OC)c(OC)cc4C(=O)N5CCC6,C[C@H](O)SS.C=C1C[C@H]2C(=O)Nc3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CCC[C@H]4C=C5C(=O)O)c(OC)cc3C(=O)N2C1,yes,ADCpedia
eribulin__propargyl-peg2-amine__03,Eribulin,eribulin,lysine,click-handle,Propargyl-PEG2-amine,lysine,lysine,flagged,52,42,10,22,52,10,amide,True,False,True,O=C(O)CCOCCOCCOCCOCCNC(=O)CCC(=O)n3c1ccccc1c#cc2ccccc23,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,O=C(O)CCOCCOCCOCCOCCNC(=O)CCC(=O)N1c2ccccc2C#Cc2ccccc21.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,yes,ADCpedia
seco-duba__boc-nh-peg3-c2-triazole-dbco-peg4-vc-pab-dmea,Seco-DUBA,duocarmycin,click,ValCitPAB,Boc-NH-PEG3-C2-triazole-DBCO-PEG4-VC-PAB-DMEA,p-azidomethyl-L-phenylalanine,click_chemistry,passed,,,,,,,,,False,False,CC(C)[C@H](NC(=O)CCC(=O)N4Cc1ccccc1c2[nH]nnc2c3ccccc34)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc5ccc(COC(=O)O)cc5,CN[C@H](C(=O)NC(C(=O)N(C)C(/C=C(C)/C(=O)O)CC(C)C)[C@](C)(C)C)C(C)(C)c1cccc(N)c1,CC(C)[C@H](NC(=O)CCC(=O)N1Cc2ccccc2-c2[nH]nnc2-c2ccccc21)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CN[C@H](C(=O)NC(C(=O)N(C)C(/C=C(\C)C(=O)O)CC(C)C)C(C)(C)C)C(C)(C)c1cccc(N)c1,no,ADCpedia
eribulin__propargyl-peg2-amine__04,Eribulin,eribulin,lysine,click-handle,Propargyl-PEG2-amine,lysine,lysine,flagged,52,42,10,22,52,10,amide,True,False,True,CN(C(=O)OCC(C)(C)SSCCNC(=O)CCOCCOCCOCCNC(=O)CCC(=O)n3c1ccccc1c#cc2ccccc23)c4ccc(COC(=O)O)cc4,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,CN(C(=O)OCC(C)(C)SSCCNC(=O)CCOCCOCCOCCNC(=O)CCC(=O)N1c2ccccc2C#Cc2ccccc21)c1ccc(COC(=O)O)cc1.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,yes,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__11,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3O[C@@H](c2ccc(Sc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1O[C@@H](c3ccc(Sc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__12,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3OC(c2ccc(Sc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5(F)[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1OC(c3ccc(Sc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
calicheamicin__aminoethyl-ss-ethylalcohol__03,Calicheamicin,calicheamicin,cysteine,disulfide,Aminoethyl-SS-ethylalcohol,cysteine,cysteine,flagged,,,,,,,,,False,False,C[C@H](O)SS,[H][C@@]16CC(=C)CN1C(=O)c5cc(OC)c(OCCCCCOc4cc3NC(=O)[C@]2([H])CC(=C)CN2C(=O)c3cc4OC)cc5[NH+](C(=O)O)C6,C[C@H](O)SS.C=C1C[C@H]2C[NH+](C(=O)O)c3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C(=O)N5)c(OC)cc3C(=O)N2C1,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__10,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,passed,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,O=C(CCCCCN1C(=O)CC(S)C1=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCO,CC[C@@]1(O)C(=O)OCc4c1cc3c2nc6cc(F)c(C)c5CC[C@H](NC(=O)CO)c(c2Cn3c4=O)c56,O=C(CCCCCN1C(=O)CC(S)C1=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCO.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](NC(=O)CO)CC3,no,ADCpedia
pnu-159682-derivative__ethylene-diamino-eda__02,PNU-159682 derivative,PBD_anthracycline,lysine,other,ethylene-diamino (EDA),lysine,lysine,passed,,,,,,,,,False,False,NCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN,COC1=C(C(C(C(O)=C([C@@H](O[C@H]2C[C@H]3[C@H](O[C@H]4N3CCO[C@@H]4OC)[C@H](C)O2)C[C@@](C(CO)=O)(O)C5)C5=C6O)=C6C7=O)=O)C7=CC=C1,NCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]2[C@H](O[C@@H]3[C@@H](OC)OCCN32)[C@H](C)O1,yes,ADCpedia
calicheamicin__aminoethyl-ss-ethylalcohol__04,Calicheamicin,calicheamicin,cysteine,disulfide,Aminoethyl-SS-ethylalcohol,cysteine,cysteine,flagged,,,,,,,,,False,False,C[C@H](O)SS,[H][C@@]16CC(=C)CN1C(=O)c5cc(OC)c(OCCCCCOc2cc4c(cc2OC)C(=O)N3CCOC[C@@]3([H])C(O)N4C(=O)O)cc5NC6=O,C[C@H](O)SS.C=C1C[C@H]2C(=O)Nc3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CCOC[C@H]4C(O)N5C(=O)O)c(OC)cc3C(=O)N2C1,no,ADCpedia
seco-duba__ala-co-amide-c4-boc__05,Seco-DUBA,duocarmycin,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3O[C@@H](c2ccc([C@H](C)c1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@@H](c1ccc([C@@H]2O[C@@H]3C[C@H]4[C@@H]5C[C@H](F)C6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]4(C)C3(C(=O)CO)O2)cc1)c1cccc(N)c1,no,ADCpedia
tubulysin-derivative__propargyl-peg2-amine,Tubulysin derivative,tubulysin,cysteine,click-handle,Propargyl-PEG2-amine,Cysteine,cysteine,flagged,,,,,,,,,False,False,O=C(COC1CCCCCc2c1[nH][nH]n2c3ccc(CS)cc3)NCCOP(=O)(O)O[P+](O)(O)O,[H][C@@]13C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@]4(F)[C@@]2(C)/C=C\C(=O)\C=C2\CC[C@@]34[H],O=C(COC1CCCCCC2=C1NNN2c1ccc(CS)cc1)NCCOP(=O)(O)O[P+](O)(O)O.C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,no,ADCpedia
pnu-159682-derivative__mal-peg4-vc-pab-dmea,PNU-159682 derivative,PBD_anthracycline,cysteine,ValCitPAB,Mal-PEG4-VC-PAB-DMEA,cysteine,cysteine,flagged,46,19,57,9,46,57,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)N(C)CCN(C)C(=O)O)cc2,COc6cccc7c(=O)c5c(O)c4C[C@@](O)(C(=O)CN)C[C@H](O[C@H]3C[C@H]1[C@H](O[C@@H]2[C@@H](OC)OCCN12)[C@H](C)O3)c4c(O)c5c(=O)c67,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)N(C)CCN(C)C(=O)O)cc1.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CN)C[C@@H]3O[C@H]1C[C@H]2[C@H](O[C@@H]3[C@@H](OC)OCCN32)[C@H](C)O1,no,ADCpedia
